79.90349676,61.00137969
81.24332431,69.96236555
79.42965709,79.65070912
78.34463027,89.06381259
78.81797981,103.3743166
72.54140956,121.0640692
70.65746632,135.1217281
72.64273496,147.5343439
70.97705999,160.518735
69.24481816,178.3007438
66.80425999,214.8034597
64.22720102,245.140236
60.96768964,308.1162407
60.45933612,334.3327132
57.3627713,391.8893573
54.65693612,445.3463615
52.35186951,563.3213767
50.7685598,614.403174
48.49415699,723.1870922
46.31645462,837.8225569
43.84560086,980.6619033
41.99000481,1257.126218
38.50109109,1466.596065
36.80894928,1742.007157
35.7038496,1962.314803
34.10010736,2269.522577
32.8423974,2836.298911
31.68483347,3283.905738
30.54598673,3715.191065
29.82813461,4290.455183
28.94137394,5044.764103
28.89418888,6046.284098
28.47071137,6580.079335
27.91205978,7651.681148
28.21371405,9591.13997
28.43979022,10633.6485
28.16028923,12802.7845
28.54249387,16370.12235
29.30061938,20009.94516
30.11556872,24162.27052
30.83098692,27535.02633
32.57774128,31415.02463
32.59795761,34300.88643
33.98274512,38831.5944
35.93794228,45542.76382
